oldGroups,Phylum,Class,Order,Family,Genus
Coprobacillus cateniformis,Bacteria,Erysipelotrichaceae.1,Erysipelotrichaceae.1,Erysipelotrichaceae.1,Erysipelotrichaceae
Coprobacter,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.2,Coprobacter
Coprobacter fastidiosus,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.2,Coprobacter
Coprococcus,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.1
Coprococcus catus,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Coprococcus comes,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Coriobacteriaceae,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Coriobacteriaceae
Coriobacteriaceae.1,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Coriobacteriaceae
Coriobacteriaceae.2,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Coriobacteriaceae.3,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Coriobacteriaceae.1
Coriobacteriaceae.4,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Coriobacteriaceae.1
Corynebacterium amycolatum/lactis,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales
Corynebacterium aurimucosum,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales
Corynebacterium coyleae/mucifaciens,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales
Corynebacterium imitans,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales
Corynebacterium pseudogenitali et al.,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales
Corynebacterium pseudogenitalium,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales
Corynebacterium simulans/stria et al.,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales
Corynebacterium sundsvallense/ et al.,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales
Desulfovibrio,Bacteria,Proteobacteria,Proteobacteria,Proteobacteria,Desulfovibrionales
Desulfovibrionales,Bacteria,Proteobacteria,Proteobacteria,Proteobacteria,Desulfovibrionales
Dialister,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Dialister invisus,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Dialister micraerophilus,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Dialister pneumosintes,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Dialister propionicifaciens,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Dialister.1,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Dialister.2,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Dialister.3,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Dialister.4,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Dorea,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Dorea formicigenerans,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Dorea longicatena,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Eggerthella lenta,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria
Eisenbergiella tayi,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Enterobacteriaceae,Bacteria,Proteobacteria,Proteobacteria,Proteobacteria,Enterobacteriaceae
Enterobacteriaceae.1,Bacteria,Proteobacteria,Proteobacteria,Proteobacteria,Enterobacteriaceae
Enterococcus azikeevi/canintes et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli
Eremococcus coleocola,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli
Erysipelotrichaceae bacterium,Bacteria,Erysipelotrichaceae,Erysipelotrichaceae,Erysipelotrichaceae,Erysipelotrichaceae bacterium
Escrichia coli et al.,Bacteria,Proteobacteria,Proteobacteria,Proteobacteria,Enterobacteriaceae
Ezakiella,Bacteria,Firmicutes,Firmicutes,Clostridiales_Incertae_Sedis_XI,Ezakiella
Ezakiella peruensis,Bacteria,Firmicutes,Firmicutes,Clostridiales_Incertae_Sedis_XI,Ezakiella
Facklamia,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli
Facklamia ignava,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli
Faecalibacterium,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium prausnitzii,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium prausnitzii.1,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium prausnitzii.2,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium prausnitzii.3,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium prausnitzii.4,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium prausnitzii.5,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium prausnitzii.6,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium.1,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium.2,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium.3,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium.4,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Faecalibacterium.5,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Fastidiosipila,Bacteria,Firmicutes,Firmicutes.1,Ruminococcaceae.1,Fastidiosipila
Finegoldia,Bacteria,Firmicutes,Firmicutes,Clostridia,Clostridiales_Incertae_Sedis_XI
Finegoldia magna,Bacteria,Firmicutes,Firmicutes,Clostridia,Clostridiales_Incertae_Sedis_XI
Firmicutes,Bacteria,Firmicutes,Firmicutes.1,Firmicutes,Firmicutes
Firmicutes.1,Bacteria,Firmicutes,Firmicutes.1,Firmicutes,Firmicutes
Firmicutes.2,Bacteria,Firmicutes,Firmicutes.1,Firmicutes,Firmicutes
Firmicutes.3,Bacteria,Firmicutes,Firmicutes.1,Firmicutes,Firmicutes
Firmicutes.4,Bacteria,Firmicutes,Firmicutes.1,Firmicutes,Firmicutes.1
Firmicutes.5,Bacteria,Firmicutes,Firmicutes,Firmicutes.1,Firmicutes.2
Firmicutes.6,Bacteria,Firmicutes,Firmicutes,Firmicutes.2,Firmicutes.3
Firmicutes.7,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Firmicutes.4
Flavonifractor,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Ruminococcaceae.1
Flavonifractor plautii,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Ruminococcaceae.1
Fusicatenibacter saccharivorans,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Fusobacterium,Bacteria,Fusobacteriales,Fusobacteriales,Fusobacterium,Fusobacterium
Fusobacterium equinum,Bacteria,Fusobacteriales,Fusobacteriales,Fusobacterium,Fusobacterium
Fusobacterium naviforme/nucleatum,Bacteria,Fusobacteriales,Fusobacteriales,Fusobacterium,Fusobacterium
Fusobacterium nucleatum/period et al.,Bacteria,Fusobacteriales,Fusobacteriales,Fusobacterium,Fusobacterium
Fusobacterium.1,Bacteria,Fusobacteriales,Fusobacteriales,Fusobacterium,Fusobacterium
Gardnerella vaginalis,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Bifidobacteriaceae
Gardnerella vaginalis.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Bifidobacteriaceae
Gemella asaccharolytica,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli
Gemella haemolysans/morbilloru et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli
Gemmiger,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Gemmiger formicilis,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Gemmiger.1,Bacteria,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae,Ruminococcaceae.8
Granulicatella adiacens/para-a et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli
Granulicatella elegans,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli
Haemophilus parainfluenzae,Bacteria,Proteobacteria,Proteobacteria,Gammaproteobacteria,Pasteurellaceae
Hafnia alvei,Bacteria,Proteobacteria,Proteobacteria,Proteobacteria,Enterobacteriaceae
Holdemanella,Bacteria,Erysipelotrichaceae,Erysipelotrichaceae,Erysipelotrichaceae,Holdemanella
Holdemanella biformis,Bacteria,Erysipelotrichaceae,Erysipelotrichaceae,Erysipelotrichaceae,Holdemanella
Holdemania massiliensis,Bacteria,Erysipelotrichaceae,Erysipelotrichaceae,Holdemania massiliensis,Holdemania massiliensis
Howardella,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Howardella
Howardella ureilytica,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Howardella
Hungatella effluvii/hathewayi,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Intestinibacter bartlettii,Bacteria,Firmicutes,Firmicutes,Firmicutes.2,Peptostreptococcaceae
Intestinimonas,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Ruminococcaceae.1
Intestinimonas butyriciproducens,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Ruminococcaceae.1
Intestinimonas.1,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Ruminococcaceae.1
Lachnospiraceae,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.1,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.10,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.11,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.12,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.13,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.14,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.15,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.16,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.17,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.18,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.19,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.2,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.20,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.21,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.22,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.23,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.24,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.25,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.26,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.27,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.28,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.29,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.3,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.30,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.31,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.32,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.33,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.34,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.35,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.36,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.37,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.38,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.39,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.4,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.40,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.41,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.42,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.43,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.44,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.45,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.46,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.47,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.48,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.49,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.5,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.50,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.51,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.52,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.53,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.54,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.55,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.56,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.57,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.58,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.59,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.6,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.60,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.61,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.62,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.63,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.7,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.8,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lachnospiraceae.9,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Lachnospiraceae.2
Lactobacillus acidophilus/case et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Lactobacillus
Lactobacillus iners,Bacteria,Firmicutes,Bacilli,Bacilli,Lactobacillus
Leptotrichiaceae,Bacteria,Fusobacteriales,Fusobacteriales,Leptotrichiaceae,Leptotrichiaceae
Megasphaera,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Megasphaera micronuciformis,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae.1
Mobiluncus curtisii,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales.1
Mogibacterium,Bacteria,Firmicutes,Firmicutes,Firmicutes.2,Mogibacterium
Murdochiella,Bacteria,Firmicutes,Firmicutes,Clostridia,Clostridia
Murdochiella.1,Bacteria,Firmicutes,Firmicutes,Clostridia,Clostridia
Negativicoccus,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Negativicoccus succinicivorans,Bacteria,Firmicutes,Selenomonadales,Veillonellaceae,Veillonellaceae
Odoribacter splanchnicus,Bacteroidetes,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae.4,Odoribacter splanchnicus
Odoribacter splanchnicus.1,Bacteroidetes,Bacteroidetes,Porphyromonadaceae,Porphyromonadaceae.4,Odoribacter splanchnicus
Olsenella,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Coriobacteriaceae
Oscillibacter,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Ruminococcaceae
Oscillibacter.1,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Ruminococcaceae
Oscillibacter.2,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Ruminococcaceae
Oscillibacter.3,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Oscillibacter
Oscillibacter.4,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Clostridiales
Oscillibacter.5,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Clostridiales
Oscillibacter.6,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Clostridiales
Oscillibacter.7,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Clostridiales
Oscillibacter.8,Bacteria,Firmicutes,Firmicutes.1,Clostridiales,Clostridiales
Parabacteroides,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Parabacteroides
Parabacteroides distasonis,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Parabacteroides
Parabacteroides distasonis.1,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Parabacteroides
Parabacteroides distasonis.2,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Parabacteroides
Parabacteroides distasonis.3,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Parabacteroides
Parabacteroides goldsteinii,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Parabacteroides
Parabacteroides merdae,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Parabacteroides
Parabacteroides.1,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Parabacteroides
Paraprevotella,Bacteroidetes,Bacteroidales,Bacteroidales.1,Paraprevotella,Paraprevotella
Paraprevotella xylaniphila,Bacteroidetes,Bacteroidales,Bacteroidales.1,Paraprevotella,Paraprevotella
Paraprevotella.1,Bacteroidetes,Bacteroidales,Bacteroidales.1,Paraprevotella,Paraprevotella
Paraprevotella.2,Bacteroidetes,Bacteroidales,Bacteroidales.1,Paraprevotella,Paraprevotella
Paraprevotella.3,Bacteroidetes,Bacteroidales,Bacteroidales.1,Paraprevotella,Paraprevotella
Parasutterella excrementihominis,Bacteria,Proteobacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria
Parvimonas,Bacteria,Firmicutes,Firmicutes,Clostridia,Parvimonas
Parvimonas micra,Bacteria,Firmicutes,Firmicutes,Clostridia,Parvimonas
Peptococcus niger,Bacteria,Firmicutes,Firmicutes.1,Firmicutes.3,Peptococcus niger
Peptoniphilaceae,Bacteria,Firmicutes,Firmicutes,Clostridia,Peptoniphilaceae
Peptoniphilus,Bacteria,Firmicutes,Firmicutes,Clostridia,Clostridiales.6
Peptoniphilus asaccharolyticus et al.,Bacteria,Firmicutes,Firmicutes,Clostridia,Peptoniphilaceae
Peptoniphilus coxii,Bacteria,Firmicutes,Firmicutes,Clostridia,Clostridiales.6
Peptoniphilus duerdenii,Bacteria,Firmicutes,Firmicutes,Clostridia,Peptoniphilaceae
Peptoniphilus gorbachii/harei/ et al.,Bacteria,Firmicutes,Firmicutes,Clostridia,Peptoniphilaceae
Peptoniphilus lacrimalis,Bacteria,Firmicutes,Firmicutes,Clostridia,Peptoniphilaceae
Peptoniphilus massiliensis,Bacteria,Firmicutes,Firmicutes,Clostridia,Clostridiales.6
Peptoniphilus massiliensis.1,Bacteria,Firmicutes,Firmicutes,Clostridia,Clostridiales.6
Peptoniphilus.1,Bacteria,Firmicutes,Firmicutes,Clostridia,Peptoniphilaceae
Peptoniphilus.2,Bacteria,Firmicutes,Firmicutes,Clostridia,Peptoniphilus
Peptostreptococcus anaerobius,Bacteria,Firmicutes,Firmicutes,Firmicutes.2,Peptostreptococcaceae
Peptostreptococcus stomatis,Bacteria,Firmicutes,Firmicutes,Firmicutes.2,Peptostreptococcaceae
Phascolarctobacterium,Bacteria,Firmicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcaceae
Phascolarctobacterium faecium,Bacteria,Firmicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcaceae
Phascolarctobacterium succinatutens,Bacteria,Firmicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcaceae
Phascolarctobacterium.1,Bacteria,Firmicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcaceae
Porphyromonadaceae,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae,Porphyromonadaceae
Porphyromonadaceae.1,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonadaceae.1
Porphyromonadaceae.2,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.2,Porphyromonadaceae.2
Porphyromonadaceae.3,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.3,Porphyromonadaceae.3
Porphyromonas,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas
Porphyromonas asaccharolytica,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas.2
Porphyromonas bennonis,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas
Porphyromonas somerae,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas
Porphyromonas uenonis,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas.2
Porphyromonas uenonis.1,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas.2
Porphyromonas.1,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas
Porphyromonas.2,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas
Porphyromonas.3,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas
Porphyromonas.4,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas
Porphyromonas.5,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas
Porphyromonas.6,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas.1
Porphyromonas.7,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas.1
Porphyromonas.8,Bacteroidetes,Bacteroidetes,Bacteroidales,Porphyromonadaceae.1,Porphyromonas.2
Prevotella,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella,Prevotella
Prevotella bergensis,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella bergensis
Prevotella bergensis.1,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella bergensis
Prevotella bivia,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.1
Prevotella bivia.1,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.1
Prevotella buccalis,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.2
Prevotella buccalis.1,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.2
Prevotella copri,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.3
Prevotella corporis,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.1
Prevotella corporis.1,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.1
Prevotella disiens,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.1
Prevotella timonensis,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.2
Prevotella.1,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.1
Prevotella.10,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.3
Prevotella.11,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.3
Prevotella.12,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.3
Prevotella.13,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.3
Prevotella.14,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.3
Prevotella.15,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.3
Prevotella.2,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.1
Prevotella.3,Bacteroidetes,Bacteroidales,Bacteroidales.1,Prevotella.1,Prevotella.1
